성별,교급별,학년별,권역별,용돈,가중치,평생 도박 경험,지난 6개월 간 도박 지속 여부,지난 6개월 간 가장 많이 한 도박 유형,지난 6개월 간 가장 많이 한 도박 빈도,지난 6개월 간 도박을 통한 손익 여부,도박으로 인한 폐해_일상생활 문제,주변친구의 도박 행위 목격 및 청취 경험 여부,학교 내 도박문제 예방교육 경험 여부,청소년 도박문제 예방교육 필요성
1,1,1,3,3,133.03,2,99,99,99,99,99,2,1,3
2,1,1,3,2,138.28,2,99,99,99,99,99,1,1,4
1,1,1,3,1,133.03,2,99,99,99,99,99,2,1,4
2,1,3,2,1,221.37,2,99,99,99,99,99,2,1,4
2,1,3,2,2,221.37,2,99,99,99,99,99,2,1,3
2,1,3,2,2,221.37,2,99,99,99,99,99,2,1,3
2,1,3,2,3,221.37,2,99,99,99,99,99,2,1,3
2,1,3,2,4,221.37,2,99,99,99,99,99,2,1,4
2,1,3,2,1,221.37,2,99,99,99,99,99,2,1,3
2,1,3,2,2,221.37,2,99,99,99,99,99,1,1,3
2,1,3,2,2,221.37,2,99,99,99,99,99,2,1,4
2,1,3,2,3,221.37,2,99,99,99,99,99,2,1,3
1,1,3,2,2,253.11,2,99,99,99,99,99,2,1,3
2,1,3,2,2,221.37,2,99,99,99,99,99,2,1,4
1,1,3,2,2,253.11,2,99,99,99,99,99,2,1,3
1,1,3,2,2,253.11,2,99,99,99,99,99,1,1,4
1,1,3,2,2,253.11,2,99,99,99,99,99,2,1,4
1,1,3,2,4,253.11,2,99,99,99,99,99,2,1,4
1,1,3,2,2,253.11,2,99,99,99,99,99,2,1,4
1,1,3,2,3,253.11,2,99,99,99,99,99,2,1,4
1,1,3,2,2,253.11,2,99,99,99,99,99,2,1,4
1,1,3,2,1,253.11,2,99,99,99,99,99,1,1,4
1,1,3,2,3,253.11,2,99,99,99,99,99,2,1,2
1,1,2,1,1,359.58,2,99,99,99,99,99,2,1,4
1,1,3,3,3,182.15,2,99,99,99,99,99,1,1,1
1,1,3,3,2,182.15,2,99,99,99,99,99,2,1,3
2,1,3,3,2,199.86,2,99,99,99,99,99,2,1,3
2,1,3,3,1,199.86,2,99,99,99,99,99,1,1,3
2,1,3,3,2,199.86,2,99,99,99,99,99,2,2,2
2,1,3,3,3,199.86,2,99,99,99,99,99,2,1,3
1,1,3,3,2,182.15,2,99,99,99,99,99,1,1,4
2,1,3,3,2,199.86,2,99,99,99,99,99,2,1,4
2,1,3,3,2,199.86,2,99,99,99,99,99,2,1,4
1,1,3,3,2,182.15,2,99,99,99,99,99,2,1,3
2,1,3,3,1,199.86,2,99,99,99,99,99,1,1,3
1,1,3,3,2,182.15,2,99,99,99,99,99,1,1,4
2,1,2,1,2,402.82,2,99,99,99,99,99,2,1,3
1,1,2,1,2,359.58,2,99,99,99,99,99,2,2,4
1,1,2,1,2,359.58,2,99,99,99,99,99,2,2,2
2,1,2,1,2,402.82,2,99,99,99,99,99,1,1,4
2,1,3,3,2,199.86,2,99,99,99,99,99,2,1,2
1,1,3,3,1,182.15,2,99,99,99,99,99,2,1,3
1,1,2,1,2,359.58,2,99,99,99,99,99,2,1,3
2,1,3,3,3,199.86,2,99,99,99,99,99,2,1,3
1,1,3,3,2,182.15,1,2,99,99,99,99,1,1,4
2,1,2,1,3,402.82,2,99,99,99,99,99,2,1,3
2,1,2,1,2,402.82,2,99,99,99,99,99,2,2,2
1,1,3,3,2,182.15,2,99,99,99,99,99,2,1,4
1,1,2,1,2,359.58,2,99,99,99,99,99,2,1,3
2,1,2,1,2,402.82,2,99,99,99,99,99,2,1,3
1,1,2,1,2,359.58,2,99,99,99,99,99,2,1,3
2,1,2,1,2,402.82,2,99,99,99,99,99,2,1,4
1,1,3,3,1,182.15,2,99,99,99,99,99,2,1,4
1,1,2,1,1,359.58,2,99,99,99,99,99,2,1,3
2,1,2,1,3,402.82,2,99,99,99,99,99,2,1,3
2,1,2,1,1,402.82,2,99,99,99,99,99,2,1,3
1,1,2,1,3,359.58,2,99,99,99,99,99,1,2,2
2,1,3,3,3,199.86,2,99,99,99,99,99,2,1,3
1,1,3,3,2,182.15,2,99,99,99,99,99,2,1,4
1,1,2,1,2,359.58,2,99,99,99,99,99,2,1,3
1,1,2,1,4,359.58,2,99,99,99,99,99,2,1,3
1,1,3,3,1,182.15,2,99,99,99,99,99,2,1,4
1,1,2,1,1,359.58,2,99,99,99,99,99,2,1,3
1,1,2,1,2,359.58,2,99,99,99,99,99,1,1,3
2,1,2,1,1,402.82,2,99,99,99,99,99,1,1,3
1,1,2,1,2,359.58,2,99,99,99,99,99,2,1,1
2,1,3,3,2,199.86,2,99,99,99,99,99,2,1,3
2,1,2,2,3,42.15,2,99,99,99,99,99,2,1,3
2,1,2,2,1,42.15,2,99,99,99,99,99,2,1,4
1,1,2,2,5,39.55,1,2,99,99,99,99,2,1,4
2,1,2,2,2,42.15,2,99,99,99,99,99,2,1,4
2,1,2,2,3,42.15,2,99,99,99,99,99,2,1,4
1,1,2,2,2,39.55,2,99,99,99,99,99,2,1,4
2,1,2,2,2,42.15,2,99,99,99,99,99,2,1,4
1,1,2,2,3,39.55,2,99,99,99,99,99,2,1,4
2,1,2,2,1,42.15,1,2,99,99,99,99,2,1,3
1,1,2,2,3,39.55,1,2,99,99,99,99,2,1,4
1,1,2,2,2,39.55,1,2,99,99,99,99,2,1,4
1,1,2,2,2,39.55,2,99,99,99,99,99,2,1,4
2,1,2,2,1,42.15,2,99,99,99,99,99,2,1,3
1,1,3,3,1,182.15,2,99,99,99,99,99,1,1,3
1,1,2,1,5,359.58,1,2,99,99,99,99,1,1,3
2,1,2,1,2,402.82,2,99,99,99,99,99,2,1,3
2,1,2,2,3,42.15,2,99,99,99,99,99,2,1,4
2,1,2,2,2,42.15,2,99,99,99,99,99,2,1,4
1,1,2,2,2,39.55,2,99,99,99,99,99,2,1,4
2,1,2,2,1,42.15,2,99,99,99,99,99,2,1,3
1,1,2,4,2,110.6,2,99,99,99,99,99,2,2,4
2,1,2,4,3,104.81,2,99,99,99,99,99,2,2,2
2,1,2,4,1,104.81,2,99,99,99,99,99,2,1,3
2,1,2,4,2,104.81,2,99,99,99,99,99,2,2,3
1,1,2,4,2,110.6,2,99,99,99,99,99,2,2,4
1,1,2,4,2,110.6,2,99,99,99,99,99,1,2,4
2,1,2,4,2,104.81,2,99,99,99,99,99,2,2,4
2,1,2,4,2,104.81,2,99,99,99,99,99,2,2,4
1,1,2,4,2,110.6,2,99,99,99,99,99,2,2,4
2,1,2,4,2,104.81,2,99,99,99,99,99,2,1,4
2,1,2,4,5,104.81,2,99,99,99,99,99,1,2,4
2,1,2,4,1,104.81,2,99,99,99,99,99,2,1,3
1,1,2,4,2,110.6,2,99,99,99,99,99,1,1,4
1,1,2,4,2,110.6,2,99,99,99,99,99,2,2,4
2,1,2,4,4,104.81,2,99,99,99,99,99,2,2,4
1,1,2,4,2,110.6,2,99,99,99,99,99,1,2,4
1,1,2,4,8,110.6,2,99,99,99,99,99,2,2,4
2,1,2,4,4,104.81,2,99,99,99,99,99,2,1,4
1,1,2,4,2,110.6,2,99,99,99,99,99,2,1,4
1,1,2,4,2,110.6,2,99,99,99,99,99,2,2,4
1,1,2,4,2,110.6,2,99,99,99,99,99,2,1,4
2,1,3,1,1,640.55,2,99,99,99,99,99,2,1,3
2,1,3,1,2,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,3,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,3,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,1,640.55,2,99,99,99,99,99,2,2,4
2,1,3,1,1,640.55,2,99,99,99,99,99,2,1,2
2,1,3,1,2,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,2,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,2,640.55,2,99,99,99,99,99,2,2,3
2,1,3,1,2,640.55,2,99,99,99,99,99,2,2,4
1,1,3,1,2,321.66,2,99,99,99,99,99,2,1,4
1,1,3,1,3,321.66,2,99,99,99,99,99,2,1,2
2,1,3,1,2,298.84,2,99,99,99,99,99,2,1,3
2,1,3,1,3,298.84,2,99,99,99,99,99,2,1,3
2,1,3,1,1,298.84,2,99,99,99,99,99,2,1,3
1,1,3,1,1,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,1,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,3,321.66,2,99,99,99,99,99,2,1,4
2,1,3,1,3,298.84,2,99,99,99,99,99,2,1,4
1,1,3,1,2,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,3,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,3,321.66,2,99,99,99,99,99,1,1,3
2,1,3,1,2,298.84,2,99,99,99,99,99,2,2,2
1,1,3,1,2,321.66,2,99,99,99,99,99,2,1,4
2,1,3,1,3,298.84,2,99,99,99,99,99,2,1,3
2,1,3,1,2,298.84,2,99,99,99,99,99,2,1,4
2,1,3,1,2,298.84,2,99,99,99,99,99,2,1,3
2,1,3,1,3,298.84,2,99,99,99,99,99,2,1,4
1,1,3,1,2,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,1,321.66,2,99,99,99,99,99,2,1,3
1,1,3,1,1,321.66,2,99,99,99,99,99,2,1,4
2,1,3,1,2,298.84,2,99,99,99,99,99,1,1,2
2,1,3,1,2,298.84,2,99,99,99,99,99,2,1,2
2,1,3,1,3,298.84,2,99,99,99,99,99,2,1,3
2,1,3,1,2,298.84,2,99,99,99,99,99,2,1,3
1,1,3,1,3,321.66,2,99,99,99,99,99,2,1,4
1,1,3,1,6,594.15,2,99,99,99,99,99,2,2,3
1,1,3,1,2,594.15,2,99,99,99,99,99,2,1,3
1,1,3,1,2,594.15,2,99,99,99,99,99,2,1,2
1,1,3,1,3,594.15,2,99,99,99,99,99,2,1,4
1,1,3,1,3,594.15,2,99,99,99,99,99,2,1,4
1,1,3,1,1,594.15,2,99,99,99,99,99,2,1,3
1,1,3,1,2,594.15,2,99,99,99,99,99,2,1,3
1,1,3,1,2,594.15,2,99,99,99,99,99,2,1,3
1,1,3,1,8,594.15,2,99,99,99,99,99,1,1,1
1,1,3,1,3,594.15,2,99,99,99,99,99,2,1,4
1,1,3,1,2,594.15,2,99,99,99,99,99,2,1,3
1,1,3,1,2,321.66,2,99,99,99,99,99,2,1,4
2,1,1,2,3,149.28,2,99,99,99,99,99,2,1,4
1,1,1,2,2,167.43,2,99,99,99,99,99,1,1,3
2,1,1,2,2,149.28,2,99,99,99,99,99,2,1,1
1,1,1,2,1,167.43,2,99,99,99,99,99,2,1,4
2,1,1,2,2,149.28,2,99,99,99,99,99,2,1,3
1,1,1,2,3,167.43,2,99,99,99,99,99,2,1,4
1,1,1,2,3,167.43,2,99,99,99,99,99,2,1,3
1,1,1,2,1,167.43,2,99,99,99,99,99,1,1,4
2,1,1,2,3,149.28,2,99,99,99,99,99,2,1,3
1,1,1,2,2,167.43,2,99,99,99,99,99,2,1,4
1,1,1,2,1,167.43,2,99,99,99,99,99,2,1,4
2,1,1,2,1,149.28,2,99,99,99,99,99,1,1,3
2,1,1,2,2,149.28,2,99,99,99,99,99,2,1,3
2,1,1,2,2,149.28,2,99,99,99,99,99,1,1,4
1,1,1,2,2,167.43,2,99,99,99,99,99,2,1,3
1,1,1,2,2,167.43,2,99,99,99,99,99,2,1,3
1,1,1,2,8,167.43,2,99,99,99,99,99,2,1,4
2,1,1,2,3,149.28,2,99,99,99,99,99,2,1,4
2,1,1,2,2,149.28,1,1,1,7,3,2,1,1,3
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,2,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,3
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,1,3
2,1,2,1,3,1417.94,2,99,99,99,99,99,2,1,4
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,1,3
2,1,2,1,1,1417.94,2,99,99,99,99,99,2,1,3
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,3
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,1,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,1,1,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,4
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,1,2
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,1,4
1,1,2,1,2,1265.72,2,99,99,99,99,99,1,1,3
2,1,2,1,1,1417.94,2,99,99,99,99,99,2,1,4
2,1,2,1,1,1417.94,2,99,99,99,99,99,2,1,4
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,1,4
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,1,1
2,1,2,1,3,1417.94,2,99,99,99,99,99,2,1,3
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,2,3
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,2,3
1,1,2,1,1,1265.72,2,99,99,99,99,99,2,1,4
2,1,2,1,2,1417.94,2,99,99,99,99,99,2,1,3
1,1,2,1,2,1265.72,2,99,99,99,99,99,2,1,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,2,3
1,1,3,1,1,598.95,2,99,99,99,99,99,2,2,3
2,1,3,1,2,556.45,1,2,99,99,99,99,1,1,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,2,4
2,1,3,1,1,556.45,2,99,99,99,99,99,2,1,4
2,1,3,1,2,556.45,2,99,99,99,99,99,2,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,1,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,1,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,2,4
1,1,3,1,1,598.95,2,99,99,99,99,99,2,2,4
2,1,3,1,1,556.45,2,99,99,99,99,99,2,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,1,1,4
2,1,3,1,1,556.45,2,99,99,99,99,99,2,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,1,1,3
2,1,3,1,2,556.45,2,99,99,99,99,99,2,2,2
1,1,3,1,2,598.95,2,99,99,99,99,99,2,2,4
2,1,3,1,3,556.45,2,99,99,99,99,99,2,2,4
2,1,3,1,2,556.45,2,99,99,99,99,99,2,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,1,4
2,1,3,1,2,556.45,2,99,99,99,99,99,1,2,3
2,1,3,1,2,556.45,2,99,99,99,99,99,2,2,2
1,1,3,1,1,598.95,2,99,99,99,99,99,2,2,3
2,1,3,1,3,556.45,2,99,99,99,99,99,1,2,3
2,1,3,1,1,556.45,2,99,99,99,99,99,2,2,3
1,1,3,1,2,598.95,2,99,99,99,99,99,2,1,3
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,4
2,1,3,2,1,411.69,2,99,99,99,99,99,2,1,4
2,1,3,2,2,411.69,2,99,99,99,99,99,2,1,2
2,1,3,2,2,411.69,2,99,99,99,99,99,2,1,4
1,1,3,2,5,363.62,2,99,99,99,99,99,2,1,4
1,1,3,2,1,363.62,2,99,99,99,99,99,2,1,3
2,1,3,2,7,411.69,2,99,99,99,99,99,2,1,3
1,1,3,2,4,363.62,2,99,99,99,99,99,2,1,4
1,1,3,2,4,363.62,2,99,99,99,99,99,2,1,3
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,3
2,1,3,2,2,411.69,2,99,99,99,99,99,2,1,3
2,1,3,2,4,411.69,2,99,99,99,99,99,1,1,3
2,1,3,2,2,411.69,2,99,99,99,99,99,1,1,3
1,1,3,2,3,363.62,2,99,99,99,99,99,2,2,2
2,1,3,2,1,411.69,2,99,99,99,99,99,2,1,4
1,1,3,2,6,363.62,2,99,99,99,99,99,2,1,4
1,1,3,2,1,363.62,2,99,99,99,99,99,2,1,4
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,3
2,1,3,2,1,411.69,2,99,99,99,99,99,2,1,4
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,3
2,1,3,2,1,411.69,2,99,99,99,99,99,2,1,4
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,4
1,1,3,2,2,363.62,2,99,99,99,99,99,2,1,4
2,1,3,2,1,411.69,2,99,99,99,99,99,2,1,3
2,1,3,2,2,411.69,2,99,99,99,99,99,2,1,4
1,1,1,1,1,355.32,2,99,99,99,99,99,2,1,3
2,1,1,1,2,381.97,2,99,99,99,99,99,2,1,3
1,1,1,1,1,355.32,2,99,99,99,99,99,2,1,4
1,1,1,1,1,355.32,2,99,99,99,99,99,2,2,3
2,1,1,1,2,381.97,2,99,99,99,99,99,2,2,3
2,1,1,1,2,381.97,2,99,99,99,99,99,2,1,3
2,1,1,1,1,381.97,2,99,99,99,99,99,2,2,3
2,1,1,1,1,381.97,2,99,99,99,99,99,1,1,3
1,1,1,1,2,355.32,2,99,99,99,99,99,2,2,4
2,1,1,1,2,381.97,2,99,99,99,99,99,2,1,2
1,1,1,1,2,355.32,2,99,99,99,99,99,2,2,3
1,1,1,1,2,355.32,2,99,99,99,99,99,2,2,4
2,1,1,1,1,381.97,2,99,99,99,99,99,2,2,4
1,1,1,1,8,355.32,2,99,99,99,99,99,2,2,3
1,1,1,1,3,355.32,2,99,99,99,99,99,2,2,3
2,1,1,1,1,381.97,2,99,99,99,99,99,2,2,3
1,1,1,1,2,355.32,1,2,99,99,99,99,1,2,4
2,1,1,1,1,381.97,2,99,99,99,99,99,2,1,3
2,1,3,2,5,131.85,2,99,99,99,99,99,2,1,2
2,1,3,2,1,131.85,2,99,99,99,99,99,1,1,2
1,1,3,2,2,148.05,2,99,99,99,99,99,2,1,3
2,1,3,2,3,131.85,2,99,99,99,99,99,1,1,4
1,1,3,2,1,148.05,2,99,99,99,99,99,2,1,4
2,1,3,2,4,131.85,2,99,99,99,99,99,1,1,4
1,1,3,2,1,148.05,2,99,99,99,99,99,1,1,3
2,1,3,2,1,131.85,2,99,99,99,99,99,2,1,4
2,1,3,2,2,131.85,2,99,99,99,99,99,2,1,4
1,1,3,2,2,148.05,2,99,99,99,99,99,1,1,4
2,1,3,2,5,131.85,2,99,99,99,99,99,2,1,4
1,1,3,2,3,148.05,2,99,99,99,99,99,2,1,4
1,1,3,2,3,148.05,2,99,99,99,99,99,2,1,4
2,1,3,2,2,131.85,2,99,99,99,99,99,2,1,4
2,1,3,2,1,131.85,2,99,99,99,99,99,2,1,4
2,1,3,2,2,131.85,2,99,99,99,99,99,2,1,4
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,1,1,4
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,3
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,4
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,3
2,1,3,2,3,131.85,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,3
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,3
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,4
2,1,2,3,2,276.85,2,99,99,99,99,99,2,1,3
1,1,1,1,4,318.05,2,99,99,99,99,99,1,1,2
1,1,1,1,1,318.05,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,3
2,1,2,3,3,276.85,2,99,99,99,99,99,2,1,4
2,1,2,3,2,276.85,2,99,99,99,99,99,1,1,3
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,3
2,1,2,3,3,276.85,2,99,99,99,99,99,2,1,4
2,1,2,3,1,276.85,2,99,99,99,99,99,2,1,3
2,1,2,3,2,276.85,2,99,99,99,99,99,2,1,4
2,1,2,3,2,276.85,2,99,99,99,99,99,2,1,4
1,1,1,1,3,318.05,1,2,99,99,99,99,2,1,4
1,1,2,3,3,291.99,2,99,99,99,99,99,2,1,4
2,1,2,3,2,276.85,2,99,99,99,99,99,2,1,4
1,1,1,1,1,318.05,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,1,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,1,1,2
2,1,2,3,2,276.85,2,99,99,99,99,99,2,1,4
1,1,2,3,1,291.99,2,99,99,99,99,99,2,1,3
1,1,2,3,1,291.99,2,99,99,99,99,99,2,1,2
2,1,2,3,2,276.85,1,1,10,3,1,1,2,1,4
1,1,1,1,1,318.05,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,4
2,1,3,2,1,131.85,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,3
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,1,2,99,99,99,99,1,1,4
1,1,1,1,3,318.05,2,99,99,99,99,99,2,1,3
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,4
2,1,1,1,1,352.73,2,99,99,99,99,99,1,1,3
2,1,1,1,3,352.73,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,4
1,1,2,3,4,291.99,2,99,99,99,99,99,2,1,3
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,4
1,1,2,3,2,291.99,2,99,99,99,99,99,2,1,3
1,1,1,1,3,318.05,2,99,99,99,99,99,2,1,4
1,1,2,3,2,291.99,2,99,99,99,99,99,1,1,4
2,1,3,1,2,705.65,2,99,99,99,99,99,2,1,4
2,1,3,1,3,705.65,2,99,99,99,99,99,2,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,4
2,1,3,1,1,705.65,2,99,99,99,99,99,2,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,4
2,1,3,1,2,705.65,2,99,99,99,99,99,2,1,3
2,1,3,1,1,705.65,2,99,99,99,99,99,1,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,4
1,1,3,1,1,759.53,2,99,99,99,99,99,2,1,3
2,1,3,1,2,705.65,2,99,99,99,99,99,2,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,4
2,1,3,1,1,705.65,2,99,99,99,99,99,1,1,3
2,1,3,1,1,705.65,2,99,99,99,99,99,2,1,3
1,1,3,1,4,759.53,2,99,99,99,99,99,1,1,3
2,1,3,1,2,705.65,2,99,99,99,99,99,2,1,4
1,1,3,1,1,759.53,2,99,99,99,99,99,2,1,3
2,1,3,1,3,705.65,2,99,99,99,99,99,2,1,3
1,1,3,1,1,759.53,2,99,99,99,99,99,2,1,3
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,2
1,1,3,1,2,759.53,2,99,99,99,99,99,2,1,4
1,1,3,1,3,759.53,2,99,99,99,99,99,2,1,1
2,1,2,3,1,145.71,2,99,99,99,99,99,2,2,3
2,1,2,3,2,145.71,2,99,99,99,99,99,1,2,2
2,1,2,3,3,145.71,2,99,99,99,99,99,1,1,4
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,4
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,4
2,1,2,3,3,145.71,2,99,99,99,99,99,2,1,4
2,1,3,1,3,705.65,2,99,99,99,99,99,2,1,4
1,1,2,3,1,153.68,2,99,99,99,99,99,2,1,4
2,1,2,3,2,145.71,2,99,99,99,99,99,2,1,4
2,1,2,3,2,145.71,2,99,99,99,99,99,2,1,4
1,1,2,3,3,153.68,2,99,99,99,99,99,2,1,3
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,3
1,1,2,3,8,153.68,2,99,99,99,99,99,2,2,3
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,3
2,1,2,3,2,145.71,2,99,99,99,99,99,2,1,2
1,1,2,3,2,153.68,2,99,99,99,99,99,2,2,4
2,1,2,3,6,145.71,2,99,99,99,99,99,2,1,3
1,1,2,3,2,153.68,2,99,99,99,99,99,1,2,4
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,4
1,1,2,3,2,153.68,2,99,99,99,99,99,2,1,4
1,1,1,3,1,86.39,2,99,99,99,99,99,2,2,4
1,1,1,3,1,86.39,2,99,99,99,99,99,2,2,4
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,4
1,1,1,3,2,86.39,2,99,99,99,99,99,2,2,3
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,4
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,3
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,1
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,1
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,4
1,1,1,3,3,86.39,2,99,99,99,99,99,2,1,2
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,4
2,1,1,3,3,92.21,2,99,99,99,99,99,2,1,3
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,4
2,1,1,3,2,92.21,2,99,99,99,99,99,2,2,3
2,1,1,3,1,92.21,2,99,99,99,99,99,2,1,2
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,4
1,1,1,3,2,86.39,2,99,99,99,99,99,2,2,1
1,1,1,3,2,86.39,2,99,99,99,99,99,2,1,3
2,1,1,3,1,92.21,2,99,99,99,99,99,2,1,4
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,4
2,1,1,3,1,92.21,2,99,99,99,99,99,2,1,1
2,1,1,3,2,92.21,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,4
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,4
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,3
2,1,1,1,2,352.73,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,2,2,4
2,1,1,1,2,352.73,2,99,99,99,99,99,2,2,3
2,1,1,1,2,352.73,2,99,99,99,99,99,2,2,3
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,3
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,1,1,3
1,1,1,1,1,318.05,2,99,99,99,99,99,2,1,4
2,1,1,1,1,352.73,2,99,99,99,99,99,2,1,3
1,1,1,1,1,318.05,2,99,99,99,99,99,2,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,4
2,1,1,1,2,352.73,2,99,99,99,99,99,1,1,4
1,1,1,1,1,318.05,2,99,99,99,99,99,2,2,3
1,1,1,1,2,318.05,2,99,99,99,99,99,2,1,3
2,1,1,1,2,352.73,2,99,99,99,99,99,1,2,4
2,1,1,4,2,471.31,2,99,99,99,99,99,1,1,4
1,1,1,4,2,443.03,2,99,99,99,99,99,2,2,3
1,1,1,4,2,443.03,2,99,99,99,99,99,2,1,3
2,1,1,4,2,471.31,2,99,99,99,99,99,1,1,4
1,1,1,1,2,318.05,2,99,99,99,99,99,2,2,3
1,1,1,4,2,443.03,2,99,99,99,99,99,2,1,4
2,1,1,4,2,471.31,2,99,99,99,99,99,2,2,4
2,1,1,4,1,471.31,2,99,99,99,99,99,2,1,4
1,1,1,4,1,443.03,2,99,99,99,99,99,2,2,3
1,1,1,4,3,443.03,2,99,99,99,99,99,1,1,3
1,1,1,4,1,443.03,2,99,99,99,99,99,2,2,4
2,1,1,4,2,471.31,2,99,99,99,99,99,1,1,4
